date,cmc_rank,slug,symbol,market_cap,price,circulating_supply,volume_24h,percent_change_1h,percent_change_24h,percent_change_7d
2/02/2014,1,    Bitcoin,        BTC,10190038594,825.37,12346025,11300875,-0.03,-1.25,-6.75
3/02/2014,1,    Bitcoin,        BTC,10174774413,823.83,12350575,13940069,0.09,-0.11,4.26
4/02/2014,1,    Bitcoin,        BTC,10229342576,827.96,12354875,16609697,-0.13,0.56,1.1
5/02/2014,1,    Bitcoin,        BTC,10034435954,811.91,12359050,22395116,-1.47,-2.08,-1.59
6/02/2014,1,   Bitcoin,       BTC,9662790968,781.55,12363625,50108744,0.07,-4.19,-4.68
7/02/2014,1,   Bitcoin,       BTC,8810607302,712.4,12367500,113642776,-1.53,-8.69,-13.96
8/02/2014,1,   Bitcoin,       BTC,8337738029,673.92,12372000,38742624,0.82,-5.16,-19.57
9/02/2014,1,   Bitcoin,       BTC,8451229252,682.9,12375500,39311440,-0.06,1.9,-17.3
10/02/2014,1,   Bitcoin,       BTC,8430743145,681.03,12379400,112757696,1.87,-0.74,-17.31
11/02/2014,1,   Bitcoin,       BTC,8323816983,672.17,12383500,72745200,2.73,-0.89,-19.11
12/02/2014,1,   Bitcoin,       BTC,8073458118,651.72,12387925,25367608,-1.31,-1.88,-20.04
13/02/2014,1,   Bitcoin,       BTC,7500376055,605.24,12392400,38588076,-1.4,-7.78,-21.75
14/02/2014,1,   Bitcoin,       BTC,8206805757,661.99,12397175,102506472,-0.1,9.13,-7.44
15/02/2014,1,   Bitcoin,       BTC,8072579444,650.92,12401800,26709220,-0.28,-1.39,-3.94
16/02/2014,1,   Bitcoin,       BTC,7650358897,616.63,12406725,40061716,2.62,-5.35,-10.93
17/02/2014,1,   Bitcoin,       BTC,7772386704,626.27,12410600,31948432,-0.14,2.38,-8.21
18/02/2014,1,   Bitcoin,       BTC,7779035052,626.6,12414675,20015090,0.55,-0.24,-4.73
19/02/2014,1,   Bitcoin,       BTC,7737830479,623.03,12419675,13897837,0.07,-0.26,-5.26
20/02/2014,1,   Bitcoin,       BTC,6909539156,556.14,12424100,46905016,-1.71,-10.84,-7.78
21/02/2014,1,   Bitcoin,       BTC,7135602730,574.16,12427900,47308136,1.54,3.36,-12.18
22/02/2014,1,   Bitcoin,       BTC,7526808260,605.42,12432375,31253990,0.96,5.92,-7.25
23/02/2014,1,   Bitcoin,       BTC,7534325958,605.82,12436575,31434376,-0.72,0.6,-0.56
24/02/2014,1,   Bitcoin,       BTC,6796972081,546.32,12441375,57893900,0.04,-9.99,-13.66
25/02/2014,1,   Bitcoin,       BTC,6704461707,538.71,12445400,126314008,1.18,0.16,-13.58
26/02/2014,1,   Bitcoin,       BTC,7254505098,582.69,12450025,64642724,-0.22,8.19,-6.92
27/02/2014,1,   Bitcoin,       BTC,7208406962,578.77,12454700,25540830,-0.37,-1.08,3.42
28/02/2014,1,   Bitcoin,       BTC,6843354045,549.26,12459225,28076112,-1.05,-5.41,-3.14
1/03/2014,1,    Bitcoin,        BTC,7049084125,565.61,12462800,18668122,-0.58,3.14,-6.34
2/03/2014,1,   Bitcoin,       BTC,6978523798,559.79,12466325,7950765,0.83,-1.35,-6.82
3/03/2014,1,   Bitcoin,       BTC,8326933934,667.76,12469950,96056888,1.01,19.2,26.43
4/03/2014,1,   Bitcoin,       BTC,8317230721,666.78,12473725,55344600,0.22,0.12,23.5
5/03/2014,1,   Bitcoin,       BTC,8304000973,665.51,12477650,22461934,0.45,-0.47,14.54
6/03/2014,1,   Bitcoin,       BTC,8286267144,663.86,12481950,16068140,0.68,-0.14,14.77
7/03/2014,1,   Bitcoin,       BTC,7855630120,629.15,12486100,34150828,0.17,-4.97,13.08
8/03/2014,1,    Bitcoin,        BTC,7712151324,617.45,12490325,18654170,-0.18,-1.87,8.81
9/03/2014,1,    Bitcoin,        BTC,7958688083,636.96,12494800,15396457,-0.24,3.25,13.24
10/03/2014,1,   Bitcoin,       BTC,7846433040,627.79,12498500,20639764,0.43,-1.64,-6
11/03/2014,1,   Bitcoin,       BTC,7928102767,634.11,12502725,11732462,-0.3,1.14,-4.57
12/03/2014,1,   Bitcoin,       BTC,7905832420,632.1,12507250,18621224,-0.11,-0.47,-4.81
13/03/2014,1,   Bitcoin,       BTC,7983961165,638.14,12511300,11634939,-0.03,0.84,-3.14
14/03/2014,1,    Bitcoin,        BTC,7869180327,628.8,12514600,11913792,0.07,-1.45,0.49
15/03/2014,1,   Bitcoin,       BTC,7963443092,636.12,12518775,4342079,-0.02,1.13,3.48
16/03/2014,1,   Bitcoin,       BTC,7903421902,631.11,12523050,5277292,0.11,-0.76,-1.24
17/03/2014,1,    Bitcoin,        BTC,7796507719,622.37,12527075,14648182,0.05,-1.39,-0.29
18/03/2014,1,    Bitcoin,        BTC,7704180450,614.83,12530550,24011544,0.1,-1.09,-3.1
19/03/2014,1,    Bitcoin,        BTC,7644697541,609.89,12534600,14228949,-0.22,-0.99,-4
20/03/2014,1,    Bitcoin,        BTC,7382670998,588.77,12539150,20572864,-0.21,-3.3,-7.71
21/03/2014,1,    Bitcoin,        BTC,7168658436,571.49,12543800,38414056,-0.71,-2.99,-9.32
22/03/2014,1,    Bitcoin,        BTC,7090149896,565.04,12548050,17360740,-0.5,-1.16,-11.19
23/03/2014,1,   Bitcoin,       BTC,7045873880,561.27,12553400,9288404,-0.63,-0.8,-11.04
24/03/2014,1,    Bitcoin,        BTC,7326519973,583.41,12558050,22706914,-0.45,3.73,-6.04
25/03/2014,1,    Bitcoin,        BTC,7335179087,583.92,12562025,14020102,0.25,0.32,-5.27
26/03/2014,1,    Bitcoin,        BTC,7298667045,580.83,12566000,16401133,-0.03,-0.11,-4.4
27/03/2014,1,    Bitcoin,        BTC,5923616541,471.24,12570300,62225380,-7.1,-18.87,-19.9
28/03/2014,1,    Bitcoin,        BTC,6232800729,495.67,12574600,58828324,-1.13,0.52,-13.7
29/03/2014,1,    Bitcoin,        BTC,6178423002,491.17,12578950,11147139,-0.37,-1.65,-12.95
30/03/2014,1,    Bitcoin,        BTC,5791425432,460.27,12582575,42958264,-0.16,-6.31,-18.02
31/03/2014,1,    Bitcoin,        BTC,5752294910,457,12587050,28254020,0.31,-1.58,-20.86
1/04/2014,1,    Bitcoin,        BTC,6023349257,478.37,12591275,35685848,-0.34,4.62,-17.6
2/04/2014,1,    Bitcoin,        BTC,5506315519,437.14,12596225,49647572,0.77,-8.72,-23.83
3/04/2014,1,    Bitcoin,        BTC,5604033965,444.72,12601325,40765468,-0.54,2.91,-12.09
4/04/2014,1,    Bitcoin,        BTC,5641619232,447.53,12606225,22925506,0.27,0.94,-10.14
5/04/2014,1,    Bitcoin,        BTC,5824869918,461.91,12610475,13404474,1.45,3.53,-5.82
6/04/2014,1,    Bitcoin,        BTC,5808862089,460.5,12614275,10241411,0.18,0.07,-0.52
7/04/2014,1,    Bitcoin,        BTC,5670834553,449.42,12618025,15616622,-0.43,-2.29,-2
8/04/2014,1,    Bitcoin,        BTC,5718578081,453.09,12621400,10921556,-0.13,0.83,-5.63
9/04/2014,1,    Bitcoin,        BTC,5589577595,442.72,12625400,13204450,-0.1,-2.42,2.36
10/04/2014,1,    Bitcoin,        BTC,4611916421,365.18,12629300,55868272,-3.13,-17.53,-17.21
11/04/2014,1,    Bitcoin,        BTC,5318038822,420.95,12633500,62562844,0.35,14.9,-6.02
12/04/2014,1,    Bitcoin,        BTC,5321872929,421.12,12637550,19226478,-0.96,-0.61,-8.21
13/04/2014,1,    Bitcoin,        BTC,5234669425,414.06,12642200,22493472,0.73,-2.27,-9.66
14/04/2014,1,    Bitcoin,        BTC,5802296564,458.79,12647050,50730208,-0.89,11.05,1.76
15/04/2014,1,    Bitcoin,        BTC,6522978018,515.59,12651575,49561000,1.42,11.78,13.71
16/04/2014,1,    Bitcoin,        BTC,6674472495,527.39,12655550,56480076,0.16,2.65,20.28
17/04/2014,1,    Bitcoin,        BTC,6278792162,495.96,12659800,34025456,-1.33,-6.16,30.55
18/04/2014,1,    Bitcoin,        BTC,6074121631,479.65,12663775,19042400,-0.45,-3.55,12.26
19/04/2014,1,    Bitcoin,        BTC,6353703152,501.57,12667750,19588210,-0.03,4.6,18.26
20/04/2014,1,    Bitcoin,        BTC,6312898135,498.17,12672225,12103058,-0.08,-0.7,20.91
21/04/2014,1,    Bitcoin,        BTC,6284668112,495.77,12676500,15171383,0.01,-0.6,7.89
22/04/2014,1,    Bitcoin,        BTC,6187038520,487.92,12680325,11670925,-0.17,-1.75,-4.23
23/04/2014,1,   Bitcoin,       BTC,6231921123,491.3,12684475,9814534,0.11,0.35,-5.67
24/04/2014,1,    Bitcoin,        BTC,6350008606,500.46,12688225,13009400,0.75,1.9,0.89
25/04/2014,1,    Bitcoin,        BTC,5857081094,461.45,12692800,46856488,0.85,-7.26,-3.45
26/04/2014,1,    Bitcoin,        BTC,5822777197,458.6,12696825,12214571,0.39,0.08,-8.83
27/04/2014,1,    Bitcoin,        BTC,5542719718,436.39,12701300,10949532,-0.58,-4.62,-12.94
28/04/2014,1,    Bitcoin,        BTC,5593860735,440.28,12705100,23876552,-0.42,1.28,-11.44
29/04/2014,1,    Bitcoin,        BTC,5683729755,447.21,12709325,16401390,-0.07,1.35,-8.96
30/04/2014,1,    Bitcoin,        BTC,5690814681,447.65,12712775,15244883,0.03,0.31,-8.67
1/05/2014,1,    Bitcoin,        BTC,5821427537,457.76,12717200,12871837,0.23,2.16,-6.42
2/05/2014,1,    Bitcoin,        BTC,5716631542,449.38,12721225,10394245,0.37,-1.69,-1.62
3/05/2014,1,   Bitcoin,       BTC,5570425588,437.76,12724775,9849638,0.07,-2.29,-4.54
4/05/2014,1,   Bitcoin,       BTC,5554781871,436.4,12728550,5621255,0.14,-0.31,0.19
5/05/2014,1,    Bitcoin,        BTC,5518954594,433.48,12731675,10004778,0.12,-0.65,-1.86
6/05/2014,1,    Bitcoin,        BTC,5463475751,428.96,12736500,12507285,-0.15,-0.8,-3.7
7/05/2014,1,    Bitcoin,        BTC,5590803411,438.82,12740500,18332246,-0.54,2.03,-2.51
8/05/2014,1,   Bitcoin,       BTC,5609809375,440.17,12744675,9446585,0,-0.07,-3.46
9/05/2014,1,    Bitcoin,        BTC,5730130990,449.46,12748900,10347910,-0.06,2.11,0.63
10/05/2014,1,   Bitcoin,       BTC,5795549116,454.43,12753350,6682601,-0.13,0.84,4.05
11/05/2014,1,    Bitcoin,        BTC,5598957083,438.89,12757200,12251678,0.13,-3.39,0.81
12/05/2014,1,   Bitcoin,       BTC,5633625977,441.46,12761300,7383771,-0.09,0.62,2.73
13/05/2014,1,   Bitcoin,       BTC,5625307626,440.67,12765325,7682669,0.01,-0.09,2.44
14/05/2014,1,   Bitcoin,       BTC,5669107676,443.97,12769075,9472958,-0.28,0.73,0.41
15/05/2014,1,   Bitcoin,       BTC,5712902227,447.25,12773350,7362978,0.05,0.62,1.61
16/05/2014,1,   Bitcoin,       BTC,5725213024,448.06,12777850,6475099,-0.16,0.2,-0.49
17/05/2014,1,   Bitcoin,       BTC,5737963439,448.9,12782200,2945790,-0.05,0.06,-0.8
18/05/2014,1,   Bitcoin,       BTC,5706167060,446.26,12786525,2857834,0.19,-0.56,2.03
19/05/2014,1,   Bitcoin,       BTC,5706975736,446.18,12790725,6242619,0.09,0.16,1.23
20/05/2014,1,    Bitcoin,        BTC,6214911036,485.72,12795150,40327532,0,8.86,10.15
21/05/2014,1,    Bitcoin,        BTC,6294421097,491.77,12799525,14626027,0.09,0.86,10.39
22/05/2014,1,    Bitcoin,        BTC,6716608245,524.58,12803800,33086518,0.06,6.79,17.42
23/05/2014,1,    Bitcoin,        BTC,6662964947,520.22,12807925,34934692,-1.17,-1.22,15.9
24/05/2014,1,    Bitcoin,        BTC,6727956779,525.14,12811800,11499342,0.21,0.53,17
25/05/2014,1,    Bitcoin,        BTC,7325371161,571.59,12815825,47010284,0.36,8.75,28.28
26/05/2014,1,    Bitcoin,        BTC,7479329905,583.42,12819725,29959750,0.38,2.59,30.06
27/05/2014,1,    Bitcoin,        BTC,7325146954,571.24,12823150,38032008,0.13,-1.94,17.16
28/05/2014,1,    Bitcoin,        BTC,7402198986,577.06,12827400,19288960,0.65,0.99,17.38
29/05/2014,1,    Bitcoin,        BTC,7290263801,568.18,12830900,18707784,0,-1.07,8.69
30/05/2014,1,    Bitcoin,        BTC,7897752580,615.32,12835100,31985390,0.28,8.3,17.52
31/05/2014,1,    Bitcoin,        BTC,8007251052,623.68,12838775,15107136,0.02,1.49,18.05
1/06/2014,1,    Bitcoin,        BTC,8094127199,630.23,12843150,45259060,-1.85,1.22,9.92
2/06/2014,1,    Bitcoin,        BTC,8487581299,660.62,12847950,45450180,-0.57,3.74,13.46
3/06/2014,1,    Bitcoin,        BTC,8580310345,667.61,12852375,40653664,-0.06,1.13,16.11
4/06/2014,1,    Bitcoin,        BTC,8249187176,641.61,12856925,37731532,-0.53,-3.48,12.4
5/06/2014,1,    Bitcoin,        BTC,8478554622,659.26,12860750,29621252,-0.08,2.49,16.11
6/06/2014,1,    Bitcoin,        BTC,8409356748,653.7,12864200,18680074,-0.13,-0.66,6.94
7/06/2014,1,    Bitcoin,        BTC,8428207299,654.97,12868100,15855271,0,0.33,4.37
8/06/2014,1,   Bitcoin,       BTC,8445491366,656.14,12871475,8614194,0.18,0.14,2.33
9/06/2014,1,    Bitcoin,        BTC,8358147715,649.16,12875350,19065374,0.2,-0.98,-0.85
10/06/2014,1,    Bitcoin,        BTC,8412290795,653.15,12879575,17913400,-0.03,0.63,-0.12
11/06/2014,1,    Bitcoin,        BTC,8155308476,633.02,12883175,25163764,-0.5,-3.14,-1.73
12/06/2014,1,    Bitcoin,        BTC,7564343453,586.95,12887500,50818776,-0.91,-7.5,-10.63
13/06/2014,1,    Bitcoin,        BTC,7737041140,600.16,12891575,35700724,0.57,1.56,-8.08
14/06/2014,1,    Bitcoin,        BTC,7445590027,577.36,12895975,38481220,0.63,-3.47,-11.86
15/06/2014,1,    Bitcoin,        BTC,7649365738,592.94,12900800,23580904,1.5,3.18,-9.52
16/06/2014,1,    Bitcoin,        BTC,7642482083,592.19,12905500,28677494,-0.86,0.89,-8.75
17/06/2014,1,    Bitcoin,        BTC,7886301019,610.86,12910075,18597296,0.26,2.81,-6.41
18/06/2014,1,    Bitcoin,        BTC,7851204840,607.96,12914050,17862038,0.12,-0.51,-4.67
19/06/2014,1,    Bitcoin,        BTC,7726003738,598.07,12918200,12803773,0.07,-1.59,-0.2
20/06/2014,1,    Bitcoin,        BTC,7678068129,594.15,12922875,18134074,-0.02,-0.57,-0.16
21/06/2014,1,   Bitcoin,       BTC,7691775590,594.99,12927525,9256291,-0.2,0.17,4.31
22/06/2014,1,    Bitcoin,        BTC,7788611993,602.27,12932025,10877673,0.05,1.05,3.28
23/06/2014,1,    Bitcoin,        BTC,7684033529,593.98,12936425,14053771,0.26,-1.37,-0.37
24/06/2014,1,    Bitcoin,        BTC,7536335364,582.36,12941100,14144919,-0.52,-1.57,-4.41
25/06/2014,1,    Bitcoin,        BTC,7331653671,566.34,12945775,20687694,0,-3.05,-6.76
26/06/2014,1,    Bitcoin,        BTC,7525764883,581.14,12950075,14655931,0.73,2.74,-3.27
27/06/2014,1,    Bitcoin,        BTC,7737367553,597.26,12954750,20814584,1.76,3.27,0.78
28/06/2014,1,    Bitcoin,        BTC,7730991825,596.55,12959525,13398080,-0.63,-0.01,-0.28
29/06/2014,1,   Bitcoin,       BTC,7813285930,602.72,12963475,8897472,-0.03,0.75,0.35
30/06/2014,1,    Bitcoin,        BTC,8296104498,639.8,12966775,46422436,0.07,6.25,8.28
1/07/2014,1,    Bitcoin,        BTC,8311322251,640.81,12970100,38446312,-1.39,-0.12,9.47
2/07/2014,1,    Bitcoin,        BTC,8444196138,650.88,12973525,25768188,0.21,0.93,13.98
3/07/2014,1,    Bitcoin,        BTC,8372187112,645.16,12977000,18948974,0.24,-0.59,11.42
4/07/2014,1,    Bitcoin,        BTC,8187110048,630.69,12981150,22237232,-0.24,-2.1,7.01
5/07/2014,1,   Bitcoin,       BTC,8199434808,631.46,12984950,9105945,0.12,0.11,5.29
6/07/2014,1,    Bitcoin,        BTC,8258182479,635.81,12988500,10080015,0.18,0.63,5.87
7/07/2014,1,    Bitcoin,        BTC,8108135344,624.09,12992025,17813596,0.25,-1.66,-2.22
8/07/2014,1,    Bitcoin,        BTC,8120051778,624.82,12995875,10005472,-0.12,0.24,-3.45
9/07/2014,1,   Bitcoin,       BTC,8118683850,624.51,13000100,9819150,-0.18,-0.13,-3.81
10/07/2014,1,    Bitcoin,        BTC,8020237762,616.76,13003775,15880701,-0.21,-1.34,-4.32
11/07/2014,1,    Bitcoin,        BTC,8220895060,632,13007675,16467131,0.25,2.44,-0.03
12/07/2014,1,    Bitcoin,        BTC,8245640050,633.71,13011625,13328952,0.27,0.36,0.17
13/07/2014,1,    Bitcoin,        BTC,8154263416,626.5,13015650,11291026,-0.02,-1.02,-1.36
14/07/2014,1,    Bitcoin,        BTC,8062879089,619.32,13019025,12706817,-0.27,-1.14,-0.74
15/07/2014,1,    Bitcoin,        BTC,8094889738,621.59,13022950,10873182,0.04,0.19,-0.63
16/07/2014,1,    Bitcoin,        BTC,8034801951,616.8,13026600,13182446,0.01,-0.77,-1.36
17/07/2014,1,    Bitcoin,        BTC,8119393142,623.09,13030875,16576748,0.03,1.05,0.87
18/07/2014,1,    Bitcoin,        BTC,8196215937,628.78,13035125,14158084,0.06,0.99,-0.45
19/07/2014,1,   Bitcoin,       BTC,8195600894,628.52,13039625,7222034,-0.03,0.07,-0.25
20/07/2014,1,   Bitcoin,       BTC,8137811958,623.9,13043450,5760119,0.08,-0.68,-0.18
21/07/2014,1,    Bitcoin,        BTC,8118200690,622.21,13047350,10711861,0.05,-0.19,0.14
22/07/2014,1,   Bitcoin,       BTC,8111797091,621.55,13050900,9602882,0.01,-0.08,-0.1
23/07/2014,1,    Bitcoin,        BTC,8086153627,619.42,13054500,11056588,-0.08,-0.31,0.38
24/07/2014,1,    Bitcoin,        BTC,7857484529,601.73,13058100,20917210,0,-2.92,-3.46
25/07/2014,1,    Bitcoin,        BTC,7851574650,601.09,13062250,12279483,0.06,-0.17,-4.1
26/07/2014,1,    Bitcoin,        BTC,7784673062,595.81,13065625,10752894,0.03,-0.87,-5.03
27/07/2014,1,   Bitcoin,       BTC,7761284409,593.85,13069400,7774228,-0.1,-0.37,-4.65
28/07/2014,1,    Bitcoin,        BTC,7656821235,585.69,13073150,19316350,-0.3,-1.45,-5.85
29/07/2014,1,    Bitcoin,        BTC,7646384446,584.72,13076900,11275350,-0.06,-0.26,-5.94
30/07/2014,1,   Bitcoin,       BTC,7420853810,567.29,13081175,14898821,0.16,-2.93,-8.45
31/07/2014,1,    Bitcoin,        BTC,7670835225,586.23,13084925,22467894,0,3.55,-2.63
1/08/2014,1,    Bitcoin,        BTC,7786790645,594.92,13088900,18215930,-0.15,1.48,-0.87
2/08/2014,1,   Bitcoin,       BTC,7716182870,589.33,13093075,8359081,-0.14,-0.93,-1.04
3/08/2014,1,   Bitcoin,       BTC,7683526402,586.67,13096925,9917993,-0.12,-0.46,-0.89
4/08/2014,1,   Bitcoin,       BTC,7713119167,588.78,13100125,9867574,0.07,0.38,0.42
5/08/2014,1,    Bitcoin,        BTC,7671272523,585.44,13103525,10790833,0.09,-0.58,0.18
6/08/2014,1,    Bitcoin,        BTC,7663388045,584.65,13107575,14497892,-0.12,-0.16,2.7
7/08/2014,1,    Bitcoin,        BTC,7721017424,588.87,13111600,11131376,-0.1,0.63,0.45
8/08/2014,1,    Bitcoin,        BTC,7771963607,592.58,13115525,11071987,-0.07,0.56,-0.32
9/08/2014,1,   Bitcoin,       BTC,7732613293,589.37,13120100,7922070,0.01,-0.4,0.24
10/08/2014,1,   Bitcoin,       BTC,7757400139,591.06,13124525,7555306,0.19,0.28,0.78
11/08/2014,1,    Bitcoin,        BTC,7567174443,576.37,13129075,14764234,0.29,-2.37,-2.05
12/08/2014,1,   Bitcoin,       BTC,7481330208,569.64,13133400,13978212,0.22,-1.01,-2.75
13/08/2014,1,    Bitcoin,        BTC,7181462481,546.66,13137025,25777474,0.39,-4.08,-6.57
14/08/2014,1,    Bitcoin,        BTC,6649281003,505.97,13141550,35803932,-1.02,-6.95,-14.51
15/08/2014,1,    Bitcoin,        BTC,6533513617,497.01,13145650,25598320,-0.18,-2.71,-15.95
16/08/2014,1,    Bitcoin,        BTC,6833969425,519.71,13149625,22832502,0.12,4.62,-11.77
17/08/2014,1,    Bitcoin,        BTC,6468997837,491.8,13153850,24300868,0.75,-5.23,-16.67
18/08/2014,1,    Bitcoin,        BTC,6072253712,461.46,13158800,50783796,0.85,-6.29,-19.83
19/08/2014,1,    Bitcoin,        BTC,6387512371,485.25,13163475,38422424,1,5.93,-14.59
20/08/2014,1,    Bitcoin,        BTC,6741568368,511.98,13167650,46527564,0.62,5.94,-5.41
21/08/2014,1,    Bitcoin,        BTC,6812928575,517.24,13171775,49444192,0,0.85,0.73
22/08/2014,1,    Bitcoin,        BTC,6772885578,514.04,13175725,36563884,-0.64,-0.65,3.98
23/08/2014,1,    Bitcoin,        BTC,6564533068,498.08,13179800,25171896,0.51,-3.13,-3.34
24/08/2014,1,    Bitcoin,        BTC,6700956771,508.29,13183450,19441738,-0.04,2.13,3.65
25/08/2014,1,    Bitcoin,        BTC,6626345845,502.5,13186850,18356684,0.24,-0.92,9.64
26/08/2014,1,    Bitcoin,        BTC,6748177565,511.57,13191100,23235104,0.38,1.76,6.53
27/08/2014,1,    Bitcoin,        BTC,6744870912,511.15,13195400,22648494,-0.25,-0.05,-0.95
28/08/2014,1,    Bitcoin,        BTC,6703027453,507.81,13199750,19861970,-0.13,-0.88,-1.54
29/08/2014,1,    Bitcoin,        BTC,6714457237,508.52,13204000,17624798,-0.1,0.15,-0.69
30/08/2014,1,   Bitcoin,       BTC,6660386235,504.25,13208525,9424074,0.18,-0.9,0.99
31/08/2014,1,    Bitcoin,        BTC,6312805192,477.76,13213250,44632288,-0.84,-5.08,-5.76
1/09/2014,1,    Bitcoin,        BTC,6276310716,474.88,13216650,20432028,-0.1,-1.1,-5.79
2/09/2014,1,    Bitcoin,        BTC,6311697700,477.43,13220275,23337942,-0.53,0.51,-6.72
3/09/2014,1,    Bitcoin,        BTC,6315866374,477.59,13224550,13342193,0.1,-0.11,-6.97
4/09/2014,1,    Bitcoin,        BTC,6477466955,489.66,13228500,26081414,-0.44,2.55,-3.6
5/09/2014,1,    Bitcoin,        BTC,6395639882,483.34,13232125,15302527,0.19,-1.35,-4.86
6/09/2014,1,    Bitcoin,        BTC,6417496157,484.83,13236600,10601393,-0.09,0.35,-3.69
7/09/2014,1,   Bitcoin,       BTC,6385590811,482.28,13240475,8994048,-0.42,-0.59,0.81
8/09/2014,1,    Bitcoin,        BTC,6285639693,474.6,13244075,30237956,0.22,-1.62,-0.73
9/09/2014,1,   Bitcoin,       BTC,6296104861,475.26,13247700,21447844,0.07,0.22,-0.88
10/09/2014,1,    Bitcoin,        BTC,6352289060,479.36,13251625,22787810,-0.31,0.82,0.32
11/09/2014,1,    Bitcoin,        BTC,6359502248,479.75,13255900,16852890,0.22,-0.09,-1.82
12/09/2014,1,    Bitcoin,        BTC,6334868014,477.75,13259725,15437207,0.17,-0.28,-1.33
13/09/2014,1,   Bitcoin,       BTC,6353616465,479,13264275,15587970,0,0.34,-1.38
14/09/2014,1,    Bitcoin,        BTC,6340774105,477.89,13268225,13105529,0.15,-0.21,-0.86
15/09/2014,1,    Bitcoin,        BTC,6309194032,475.37,13272150,15345234,-0.13,-0.45,0.4
16/09/2014,1,    Bitcoin,        BTC,6187572923,466.06,13276425,16797252,0.12,-1.81,-2.13
17/09/2014,1,    Bitcoin,        BTC,6073908192,457.33,13281125,21056824,0.35,-1.8,-5.07
18/09/2014,1,    Bitcoin,        BTC,5638914820,424.44,13285550,34483188,0.18,-6.75,-11.22
19/09/2014,1,    Bitcoin,        BTC,5246775432,394.8,13289850,37919700,-0.21,-6.83,-17.16
20/09/2014,1,    Bitcoin,        BTC,5436074326,408.9,13294250,36863556,-0.03,3.58,-14.69
21/09/2014,1,   Bitcoin,       BTC,5303654307,398.82,13298325,26580128,0.47,-2.65,-16.52
22/09/2014,1,    Bitcoin,        BTC,5349631052,402.15,13302525,24127580,-0.28,0.93,-15.44
23/09/2014,1,   Bitcoin,       BTC,5798753472,435.79,13306275,45099520,0.71,8.16,-6.65
24/09/2014,1,    Bitcoin,        BTC,5632907616,423.2,13310125,30627736,0.01,-2.43,-6.76
25/09/2014,1,    Bitcoin,        BTC,5479900466,411.57,13314500,26814386,-0.1,-2.66,-2.82
26/09/2014,1,    Bitcoin,        BTC,5386075388,404.43,13317850,21460820,-0.37,-1.85,1.24
27/09/2014,1,    Bitcoin,        BTC,5322077722,399.52,13321175,15029338,0,-1.16,-2.03
28/09/2014,1,    Bitcoin,        BTC,5025732219,377.18,13324450,23613280,-0.02,-5.65,-5.79
29/09/2014,1,    Bitcoin,        BTC,5004176569,375.47,13327875,32497676,0.21,-0.32,-6.87
30/09/2014,1,   Bitcoin,       BTC,5158621735,386.94,13331700,34707340,-0.37,2.98,-10.48
1/10/2014,1,    Bitcoin,        BTC,5115682007,383.61,13335475,26229440,-0.07,-0.94,-9.17
2/10/2014,1,    Bitcoin,        BTC,5003084473,375.07,13339000,21777656,0.47,-2.32,-8.91
3/10/2014,1,    Bitcoin,        BTC,4796856573,359.51,13342675,30901164,0.14,-3.86,-11.22
4/10/2014,1,    Bitcoin,        BTC,4389217848,328.87,13346525,47236492,-1.02,-8.57,-17.69
5/10/2014,1,    Bitcoin,        BTC,4279043445,320.51,13350725,83308088,2.21,-3.25,-15.62
6/10/2014,1,   Bitcoin,       BTC,4408130503,330.08,13354775,79011816,-0.35,4.39,-12.5
7/10/2014,1,    Bitcoin,        BTC,4490816868,336.19,13358100,49199856,1.69,1.49,-13.21
8/10/2014,1,    Bitcoin,        BTC,4715886031,352.94,13361725,54736320,1.36,6.18,-8.19
9/10/2014,1,    Bitcoin,        BTC,4878714843,365.03,13365400,83641072,0.95,3.68,-2.76
10/10/2014,1,    Bitcoin,        BTC,4833837531,361.56,13369300,43665668,0.23,-0.52,-0.07
11/10/2014,1,    Bitcoin,        BTC,4844960867,362.3,13372825,13345153,-0.07,0.31,8.65
12/10/2014,1,    Bitcoin,        BTC,5063686791,378.55,13376575,17552792,0.32,4.43,22.54
13/10/2014,1,    Bitcoin,        BTC,5223929686,390.41,13380475,35221436,-0.67,3.83,16.74
14/10/2014,1,    Bitcoin,        BTC,5365155044,400.87,13383775,38491524,-0.08,1.91,21.17
15/10/2014,1,    Bitcoin,        BTC,5285047090,394.77,13387550,25267136,0.2,-1.52,12.98
16/10/2014,1,    Bitcoin,        BTC,5122907936,382.56,13391250,26990014,0.26,-3.31,4.12
17/10/2014,1,    Bitcoin,        BTC,5140339550,383.76,13394750,13600694,-0.1,0.55,6.3
18/10/2014,1,    Bitcoin,        BTC,5244892027,391.44,13398900,11416807,-0.35,2.29,8.15
19/10/2014,1,   Bitcoin,       BTC,5220786278,389.55,13402225,5914569,-0.49,-0.5,4.48
20/10/2014,1,    Bitcoin,        BTC,5132283065,382.85,13405625,16418999,-0.04,-1.84,-2.4
21/10/2014,1,   Bitcoin,       BTC,5182425296,386.47,13409475,14188901,-0.23,1.02,-3.9
22/10/2014,1,    Bitcoin,        BTC,5139455225,383.16,13413425,11641274,-0.17,-0.97,-2.82
23/10/2014,1,    Bitcoin,        BTC,4808947554,358.42,13417200,26456880,0.1,-6.59,-5.72
24/10/2014,1,    Bitcoin,        BTC,4809417063,358.34,13421200,15585666,0.18,0.04,-6.18
