date,cmc_rank,slug,symbol,market_cap,price,circulating_supply,volume_24h,percent_change_1h,percent_change_24h,percent_change_7d
17/06/2017,1,    Bitcoin,        BTC,43547989499,2655.88,16396837,1534513920,-0.56,5.79,-7.97
18/06/2017,1,    Bitcoin,        BTC,41788447639,2548.29,16398612,1178660352,0.35,-3.9,-14
19/06/2017,1,    Bitcoin,        BTC,42470796462,2589.6,16400500,1446837376,0.28,1.66,-2.4
20/06/2017,1,    Bitcoin,        BTC,44643549370,2721.79,16402262,1854186496,-0.08,4.8,-0.64
21/06/2017,1,    Bitcoin,        BTC,44111858687,2689.1,16403975,1626578176,0.82,-1.03,6.79
22/06/2017,1,    Bitcoin,        BTC,44384223469,2705.41,16405737,1097937152,0.01,0.72,11.86
23/06/2017,1,    Bitcoin,        BTC,45037843680,2744.91,16407750,961318656,-0.26,1.37,9.01
24/06/2017,1,    Bitcoin,        BTC,42807964119,2608.72,16409562,982749760,0.22,-5.03,-1.69
25/06/2017,1,    Bitcoin,        BTC,42494976234,2589.41,16411075,1161096576,0.54,-0.31,1.28
26/06/2017,1,    Bitcoin,        BTC,40677925433,2478.45,16412675,1663278208,0,-3.94,-4.7
27/06/2017,1,    Bitcoin,        BTC,41897177701,2552.45,16414500,1489787776,1.14,3.67,-6.59
28/06/2017,1,    Bitcoin,        BTC,42268990929,2574.79,16416462,1183872128,0.32,1.69,-4.27
29/06/2017,1,    Bitcoin,        BTC,41690408930,2539.32,16417937,949979264,-0.58,-1.25,-6.33
30/06/2017,1,    Bitcoin,        BTC,40735132243,2480.84,16419875,860272704,-0.63,-2.59,-9.8
1/07/2017,1,    Bitcoin,        BTC,39979999035,2434.55,16421950,779914368,0.35,-2.27,-6.56
2/07/2017,1,    Bitcoin,        BTC,41167090927,2506.47,16424300,803746880,0.22,3.37,-3.36
3/07/2017,1,    Bitcoin,        BTC,42118163921,2564.06,16426375,964112448,-0.81,2.48,4.58
4/07/2017,1,    Bitcoin,        BTC,42740564767,2601.64,16428337,985515904,0.49,1.03,4.33
5/07/2017,1,    Bitcoin,        BTC,42751141996,2601.99,16430150,941566464,-0.18,0.48,1.25
6/07/2017,1,    Bitcoin,        BTC,42863735687,2608.56,16431962,761957312,0.06,0.12,2.37
7/07/2017,1,    Bitcoin,        BTC,41391264376,2518.66,16433825,917411648,0.6,-3.46,0.83
8/07/2017,1,    Bitcoin,        BTC,42262152039,2571.34,16435875,733330240,0.3,2.42,6.03
9/07/2017,1,    Bitcoin,        BTC,41397103733,2518.44,16437587,527856288,-0.4,-1.92,1.02
10/07/2017,1,    Bitcoin,        BTC,39004966229,2372.56,16440062,1111202304,0.15,-5.78,-8.21
11/07/2017,1,    Bitcoin,        BTC,38438417594,2337.79,16442237,1329760640,-0.67,-1.53,-9.24
12/07/2017,1,    Bitcoin,        BTC,39447686178,2398.84,16444450,1117409920,0.25,2.89,-7.84
13/07/2017,1,    Bitcoin,        BTC,38779002560,2357.9,16446387,835770112,0.02,-1.75,-9.23
14/07/2017,1,    Bitcoin,        BTC,36734240871,2233.34,16448125,882502592,0.29,-5.17,-11.46
15/07/2017,1,    Bitcoin,        BTC,32880700979,1998.86,16449737,993607872,-2.85,-10.09,-22.09
16/07/2017,1,    Bitcoin,        BTC,31748976616,1929.82,16451762,1182874112,-0.82,-4.4,-23.69
17/07/2017,1,    Bitcoin,        BTC,36665392071,2228.41,16453612,1201759104,1.5,14.71,-6.47
18/07/2017,1,    Bitcoin,        BTC,38158727971,2318.88,16455650,1512454656,0.57,5.15,-0.43
19/07/2017,1,    Bitcoin,        BTC,37414997792,2273.43,16457525,1245096320,-0.73,-1.31,-5.49
20/07/2017,1,    Bitcoin,        BTC,46376502019,2817.6,16459550,2249260032,0.35,23,20.19
21/07/2017,1,    Bitcoin,        BTC,43915272606,2667.76,16461487,1489445632,-0.56,-4.26,21.81
22/07/2017,1,    Bitcoin,        BTC,46264410626,2810.12,16463475,1177128960,0.3,5.08,37.53
23/07/2017,1,    Bitcoin,        BTC,44957797776,2730.4,16465637,1072843904,0.51,-2.96,40.28
24/07/2017,1,    Bitcoin,        BTC,45366692263,2754.86,16467862,866474048,0.06,0.93,26.46
25/07/2017,1,    Bitcoin,        BTC,42433864320,2576.48,16469675,1460094976,0.59,-6.58,10.7
26/07/2017,1,    Bitcoin,        BTC,41663900311,2529.45,16471537,937404224,0.83,-1.88,9.67
27/07/2017,1,    Bitcoin,        BTC,44013593907,2671.78,16473487,789104256,-0.17,5.53,-1.76
28/07/2017,1,    Bitcoin,        BTC,46279320344,2809.01,16475312,1380097280,-1.8,4.48,4.88
29/07/2017,1,    Bitcoin,        BTC,44924525735,2726.45,16477300,803745984,0.7,-3.21,-2.54
30/07/2017,1,    Bitcoin,        BTC,45435928834,2757.18,16479125,705943296,0.27,1.54,0.54
31/07/2017,1,    Bitcoin,        BTC,47388308056,2875.34,16480950,860574976,0.32,4.52,4.56
1/08/2017,1,    Bitcoin,        BTC,44804640263,2718.26,16482825,1324674176,0.1,-5.03,6.91
2/08/2017,1,    Bitcoin,        BTC,44684664326,2710.67,16484725,1094953216,0.14,-0.02,7.15
3/08/2017,1,    Bitcoin,        BTC,46240026818,2804.73,16486425,804796928,1.57,3.46,5.41
4/08/2017,1,    Bitcoin,        BTC,47749387212,2895.89,16488700,1002122304,0.88,3.91,3.97
5/08/2017,1,    Bitcoin,        BTC,53643394739,3252.91,16490912,1945703424,0.37,12.82,19.6
6/08/2017,1,    Bitcoin,        BTC,53006437221,3213.94,16492662,1105026176,-0.92,-1.44,17.38
7/08/2017,1,    Bitcoin,        BTC,55734146068,3378.94,16494575,1482280960,0.13,4.83,18.03
8/08/2017,1,    Bitcoin,        BTC,56417312613,3419.94,16496587,1752759424,-0.48,1.54,25.61
9/08/2017,1,    Bitcoin,        BTC,55145216129,3342.47,16498337,1468962048,0.78,-2.32,23.03
10/08/2017,1,    Bitcoin,        BTC,55791168823,3381.28,16500000,1515109760,-0.86,1.22,22.2
11/08/2017,1,    Bitcoin,        BTC,60241883116,3650.62,16501812,2021194112,0.11,7.28,24.39
12/08/2017,1,    Bitcoin,        BTC,64111102784,3884.71,16503462,2219591168,0.97,6.59,19.8
13/08/2017,1,    Bitcoin,        BTC,67230609742,4073.26,16505337,3159094016,-0.46,4.48,25.88
14/08/2017,1,    Bitcoin,        BTC,71394702719,4325.13,16506950,2463092224,1.42,5.85,28.13
15/08/2017,1,    Bitcoin,        BTC,69038857982,4181.93,16508850,3258051840,-0.85,-3.04,22.76
16/08/2017,1,    Bitcoin,        BTC,72260157183,4376.63,16510462,2272038144,1.32,4.22,31
17/08/2017,1,    Bitcoin,        BTC,71528021041,4331.69,16512712,2553362688,-0.14,-0.55,27.06
18/08/2017,1,    Bitcoin,        BTC,68710848781,4160.62,16514575,2941706752,0.66,-3.93,15
19/08/2017,1,    Bitcoin,        BTC,69265208951,4193.7,16516475,2975815424,0.02,0.86,6.38
20/08/2017,1,    Bitcoin,        BTC,67520408829,4087.66,16518125,2109773824,-1.52,-1.76,0.89
21/08/2017,1,    Bitcoin,        BTC,66107072538,4001.74,16519562,2800888832,-0.66,-2.83,-7.68
22/08/2017,1,    Bitcoin,        BTC,67743226954,4100.52,16520637,3764235776,0.9,3.09,-0.93
23/08/2017,1,    Bitcoin,        BTC,68593946425,4151.52,16522612,2369817856,0.13,1.72,-4.04
24/08/2017,1,    Bitcoin,        BTC,71625946388,4334.68,16523912,2037750144,-0.35,4.43,0.45
25/08/2017,1,    Bitcoin,        BTC,72241557517,4371.6,16525187,1727972352,-0.16,0.44,5.55
26/08/2017,1,    Bitcoin,        BTC,71929944961,4352.4,16526487,1511606784,0.18,-0.45,5.29
27/08/2017,1,    Bitcoin,        BTC,72441911150,4382.88,16528400,1537464320,0.09,0.93,6.69
28/08/2017,1,    Bitcoin,        BTC,72445607658,4382.66,16530050,1959326976,0.17,0.46,11.23
29/08/2017,1,    Bitcoin,        BTC,75699786585,4579.02,16531875,2486081792,-0.03,4.44,11.74
30/08/2017,1,    Bitcoin,        BTC,75482786340,4565.3,16534012,1937848576,0.06,-0.33,9.93
31/08/2017,1,    Bitcoin,        BTC,77775417257,4703.39,16536025,1944932352,-0.18,3.02,9.21
1/09/2017,1,    Bitcoin,        BTC,80905019755,4892.01,16538200,2599081216,0.69,3.74,12.29
2/09/2017,1,    Bitcoin,        BTC,75734107208,4578.77,16540275,2722136576,1.68,-6.3,5.33
3/09/2017,1,    Bitcoin,        BTC,75812212996,4582.96,16542187,1933192064,0.19,0.3,5.52
4/09/2017,1,    Bitcoin,        BTC,70087086069,4236.31,16544375,2987333888,-1.71,-7.31,-3.23
5/09/2017,1,    Bitcoin,        BTC,72417741140,4376.53,16546837,2697971968,-0.58,3.28,-4.65
6/09/2017,1,    Bitcoin,        BTC,76077099734,4597.12,16548850,2172103680,0.38,4.23,0.48
7/09/2017,1,    Bitcoin,        BTC,76132809608,4599.88,16551050,1844617728,-0.26,0.57,-2.48
8/09/2017,1,    Bitcoin,        BTC,69999515524,4228.75,16553250,2700889600,0.79,-8.09,-12.95
9/09/2017,1,    Bitcoin,        BTC,69963767616,4226.06,16555337,1386234880,-0.17,0.39,-7.8
10/09/2017,1,    Bitcoin,        BTC,68263777323,4122.94,16557075,1679090304,-1.18,-2.34,-9.24
11/09/2017,1,    Bitcoin,        BTC,68907409042,4161.27,16559212,1557330048,-0.33,0.47,-0.39
12/09/2017,1,    Bitcoin,        BTC,68412880473,4130.81,16561600,1864529408,-0.48,-1.27,-6.35
13/09/2017,1,    Bitcoin,        BTC,64311161547,3882.59,16563975,2219409664,-1.56,-5.84,-14.79
14/09/2017,1,    Bitcoin,        BTC,52265436829,3154.95,16566175,2716314368,-2.76,-19.45,-31.35
15/09/2017,1,    Bitcoin,        BTC,60267821971,3637.52,16568400,4148071680,-1.18,12.01,-13.21
16/09/2017,1,    Bitcoin,        BTC,60068642432,3625.04,16570487,1818396416,-0.47,-1.06,-13.15
17/09/2017,1,    Bitcoin,        BTC,59378025802,3582.88,16572700,1239149184,-0.61,-0.6,-14.17
18/09/2017,1,    Bitcoin,        BTC,67378018017,4065.2,16574325,1943209344,0.47,12.6,-3.19
19/09/2017,1,    Bitcoin,        BTC,65061262244,3924.97,16576225,1563976704,-0.09,-3.18,-3.88
20/09/2017,1,    Bitcoin,        BTC,64751794836,3905.95,16577737,1213830528,-1.55,-0.53,0.51
21/09/2017,1,    Bitcoin,        BTC,60202387711,3631.04,16579925,1411481984,-0.97,-7.38,9.67
22/09/2017,1,    Bitcoin,        BTC,60203031317,3630.7,16581662,1194826880,-0.03,-0.67,-1.18
23/09/2017,1,    Bitcoin,        BTC,62892031330,3792.4,16583712,928114176,0.72,4.57,5.55
24/09/2017,1,    Bitcoin,        BTC,61082049549,3682.84,16585562,768015488,-0.59,-2.46,1
25/09/2017,1,    Bitcoin,        BTC,65122182586,3926.07,16587125,1374210944,-0.08,6.27,-1.83
26/09/2017,1,    Bitcoin,        BTC,64569318099,3892.35,16588787,1043739840,-0.36,-0.99,-0.71
27/09/2017,1,    Bitcoin,        BTC,69691981860,4200.67,16590675,1686877952,0.38,7.63,7.02
28/09/2017,1,    Bitcoin,        BTC,69270782311,4174.73,16592887,1712321792,0.11,-0.29,13.5
29/09/2017,1,    Bitcoin,        BTC,69086168042,4163.07,16595000,1367046656,0.09,-0.36,14.65
30/09/2017,1,    Bitcoin,        BTC,72008468660,4338.71,16596737,1207451648,0.09,3.98,15.18
1/10/2017,1,    Bitcoin,        BTC,73094850250,4403.74,16598362,1208205056,0.52,1.45,18.42
2/10/2017,1,    Bitcoin,        BTC,73195724914,4409.32,16600212,1431729408,0.42,0.32,12.35
3/10/2017,1,    Bitcoin,        BTC,71681061206,4317.48,16602525,1288019712,0.34,-1.86,10.23
4/10/2017,1,    Bitcoin,        BTC,70224958340,4229.36,16604175,1116771328,-0.26,-1.87,1.21
5/10/2017,1,    Bitcoin,        BTC,71876329181,4328.41,16605700,1161771008,-0.71,2.24,4.56
6/10/2017,1,    Bitcoin,        BTC,72589190947,4370.81,16607737,1069935616,0.24,0.86,4.42
7/10/2017,1,    Bitcoin,        BTC,73529373875,4426.89,16609700,906928192,0.14,1.3,2.31
8/10/2017,1,    Bitcoin,        BTC,76589269102,4610.48,16612000,1313873664,0.03,4.09,5.28
9/10/2017,1,    Bitcoin,        BTC,79282191717,4772.02,16613962,1968739456,0.09,3.57,8.31
10/10/2017,1,    Bitcoin,        BTC,79457680138,4781.99,16616012,1597144448,-0.22,-0.4,11.05
11/10/2017,1,    Bitcoin,        BTC,80205172782,4826.48,16617750,1222278912,0,0.94,14.37
12/10/2017,1,    Bitcoin,        BTC,90525604648,5446.91,16619637,2791614976,1.95,12.78,25.61
13/10/2017,1,    Bitcoin,        BTC,93864261400,5647.21,16621350,3615475968,0.82,4.27,29.5
14/10/2017,1,    Bitcoin,        BTC,96942490863,5831.79,16623112,1669034240,1.57,3.78,32.56
15/10/2017,1,    Bitcoin,        BTC,94402965837,5678.19,16625550,1976040576,-0.15,-2.03,23.46
16/10/2017,1,    Bitcoin,        BTC,95203471435,5725.59,16627700,2008069632,1.48,0.67,19.17
17/10/2017,1,    Bitcoin,        BTC,93218268931,5605.51,16629762,1821574784,0.42,-1.82,16.31
18/10/2017,1,    Bitcoin,        BTC,92982603099,5590.69,16631675,2399274496,0.07,0.39,15.42
19/10/2017,1,    Bitcoin,        BTC,94954832806,5708.52,16633875,1780537984,-0.45,2.46,4.13
20/10/2017,1,     Bitcoin,         BTC,1.00007E+11,6011.45,16636100,2354432512,0.4,5.09,6.68
21/10/2017,1,     Bitcoin,         BTC,1.00354E+11,6031.6,16637987,2207100672,-1.04,0.71,4.55
22/10/2017,1,    Bitcoin,        BTC,99981950652,6008.42,16640300,2034630528,0.54,-0.86,7.01
23/10/2017,1,    Bitcoin,        BTC,98695026780,5930.32,16642450,2401839360,0.57,-1.03,5.05
24/10/2017,1,    Bitcoin,        BTC,91988219948,5526.64,16644512,2735699200,-0.4,-6.05,-0.74
25/10/2017,1,    Bitcoin,        BTC,95732700123,5750.8,16646837,1966989184,1.25,3.98,3.61
26/10/2017,1,    Bitcoin,        BTC,98310104147,5904.83,16649112,1905038336,-0.1,3.19,3.65
27/10/2017,1,    Bitcoin,        BTC,96254352645,5780.9,16650400,1710126080,-0.01,-2.4,-4.08
28/10/2017,1,    Bitcoin,        BTC,95797373177,5753.09,16651462,1403921920,-0.27,-1.02,-4.55
29/10/2017,1,     Bitcoin,         BTC,1.02483E+11,6153.85,16653387,2859038464,-0.29,6.96,2.85
30/10/2017,1,     Bitcoin,         BTC,1.02105E+11,6130.53,16655225,1772152960,0.39,-0.37,5.5
31/10/2017,1,     Bitcoin,         BTC,1.07744E+11,6468.4,16656937,2311380992,1,5.59,16.47
1/11/2017,1,     Bitcoin,         BTC,1.12735E+11,6767.31,16658812,2870317312,1.14,5.32,18.75
2/11/2017,1,     Bitcoin,         BTC,1.17933E+11,7078.5,16660787,4653771264,-0.15,4.57,19.72
3/11/2017,1,     Bitcoin,         BTC,1.20097E+11,7207.76,16662237,3369864448,-0.09,1.88,24.53
4/11/2017,1,     Bitcoin,         BTC,1.22979E+11,7379.95,16663900,2483797760,-0.35,3.04,28.17
5/11/2017,1,     Bitcoin,         BTC,1.23449E+11,7407.41,16665637,2380413440,0.14,0.21,20.99
6/11/2017,1,     Bitcoin,         BTC,1.17051E+11,7022.76,16667325,3111900160,-0.76,-4.93,14.65
7/11/2017,1,     Bitcoin,         BTC,1.19091E+11,7144.38,16669250,2326344960,0.45,0.79,11.53
8/11/2017,1,     Bitcoin,         BTC,1.24361E+11,7459.69,16671037,4602200064,0.62,4.63,10.5
9/11/2017,1,     Bitcoin,         BTC,1.19105E+11,7143.58,16672975,3226245888,-0.03,-3.45,0.66
10/11/2017,1,     Bitcoin,         BTC,1.10354E+11,6618.14,16674487,5208253952,-1.08,-7.95,-8.19
11/11/2017,1,     Bitcoin,         BTC,1.06016E+11,6357.6,16675487,4908675584,0.39,-4.88,-14.16
12/11/2017,1,    Bitcoin,        BTC,99226239529,5950.07,16676475,8957350912,3.21,-5.73,-19.7
13/11/2017,1,     Bitcoin,         BTC,1.09401E+11,6559.49,16678225,6263254016,1.32,11.46,-8
14/11/2017,1,     Bitcoin,         BTC,1.10683E+11,6635.75,16679825,3197109248,0.42,1.13,-7.85
15/11/2017,1,     Bitcoin,         BTC,1.22036E+11,7315.54,16681725,4200879616,0.4,9.55,-0.68
16/11/2017,1,     Bitcoin,         BTC,1.31328E+11,7871.69,16683637,5123808256,0.59,8.12,9.04
17/11/2017,1,     Bitcoin,         BTC,1.28622E+11,7708.99,16684612,4651669504,-1,-2.29,15.31
18/11/2017,1,     Bitcoin,         BTC,1.29997E+11,7790.15,16687387,3667190784,-0.36,0.98,25
19/11/2017,1,     Bitcoin,         BTC,1.34124E+11,8036.49,16689400,3149322752,0.47,3.04,33.66
20/11/2017,1,     Bitcoin,         BTC,1.36882E+11,8200.64,16691600,3488447744,-1.05,2.27,25.06
21/11/2017,1,     Bitcoin,         BTC,1.3474E+11,8071.26,16693762,4277609728,0.46,-2.13,20.13
22/11/2017,1,     Bitcoin,         BTC,1.37798E+11,8253.55,16695587,3633526528,-0.02,2.12,13.76
23/11/2017,1,     Bitcoin,         BTC,1.34228E+11,8038.77,16697562,4225176832,-1.22,-2.51,2.36
24/11/2017,1,     Bitcoin,         BTC,1.37832E+11,8253.69,16699437,5058613248,-0.2,2.16,7.14
25/11/2017,1,     Bitcoin,         BTC,1.46821E+11,8790.92,16701387,4342060032,0.78,6.62,12.77
26/11/2017,1,     Bitcoin,         BTC,1.55851E+11,9330.55,16703275,5475582464,-0.32,6.22,16.44
27/11/2017,1,     Bitcoin,         BTC,1.64019E+11,9818.35,16705400,5653321216,0.89,4.23,20.64
28/11/2017,1,     Bitcoin,         BTC,1.68056E+11,10058.78,16707362,6348818944,-0.26,2.86,23.48
29/11/2017,1,     Bitcoin,         BTC,1.65234E+11,9888.61,16709500,11568828416,-2.17,-2.1,20.44
30/11/2017,1,     Bitcoin,         BTC,1.7102E+11,10233.58,16711625,8310691840,1.42,1.46,26.26
1/12/2017,1,     Bitcoin,         BTC,1.83444E+11,10975.58,16713862,6783118336,0.41,8.15,33.05
2/12/2017,1,     Bitcoin,         BTC,1.85121E+11,11074.56,16715912,5138497024,-0.54,0.72,25.99
3/12/2017,1,     Bitcoin,         BTC,1.89303E+11,11323.22,16718100,6608310784,1.08,2.06,19.33
4/12/2017,1,     Bitcoin,         BTC,1.94912E+11,11657.18,16720375,6132407808,1.01,3.22,19.65
5/12/2017,1,     Bitcoin,         BTC,1.99279E+11,11916.75,16722612,6895260160,-0.15,2.51,16.41
6/12/2017,1,     Bitcoin,         BTC,2.39025E+11,14291.53,16724937,12656340992,0.91,19.37,38.34
7/12/2017,1,     Bitcoin,         BTC,2.99405E+11,17899.65,16726837,17950699520,2.69,24.89,79.7
8/12/2017,1,     Bitcoin,         BTC,2.77186E+11,16569.43,16728775,21136039936,0.88,-7.07,51.17
9/12/2017,1,     Bitcoin,         BTC,2.53946E+11,15178.22,16730975,13911267328,0.03,-8.1,36.74
10/12/2017,1,     Bitcoin,         BTC,2.58616E+11,15455.44,16733012,13433251840,1.43,3.8,34.8
11/12/2017,1,     Bitcoin,         BTC,2.83439E+11,16936.76,16735150,12153891840,-1.4,8.9,46.4
12/12/2017,1,     Bitcoin,         BTC,2.91484E+11,17415.38,16737137,14603833344,-1.14,2.52,43.91
13/12/2017,1,     Bitcoin,         BTC,2.74663E+11,16408.17,16739412,12976898048,-0.9,-6.53,16.92
14/12/2017,1,     Bitcoin,         BTC,2.77311E+11,16564.01,16741750,13777368064,0.37,0.46,-3.16
15/12/2017,1,     Bitcoin,         BTC,2.96482E+11,17706.89,16743875,14309959680,0.1,6.01,9.92
16/12/2017,1,     Bitcoin,         BTC,3.26502E+11,19497.36,16745950,12740621312,-0.27,10.1,35.82
17/12/2017,1,     Bitcoin,         BTC,3.20576E+11,19140.76,16748337,13314556928,-1.93,-1.7,20.36
18/12/2017,1,     Bitcoin,         BTC,3.20175E+11,19114.22,16750600,14839527424,0.97,0.31,12.77
19/12/2017,1,     Bitcoin,         BTC,2.978E+11,17776.66,16752325,16894475264,1.65,-6.41,2.71
20/12/2017,1,     Bitcoin,         BTC,2.7853E+11,16624.64,16754025,22149707776,0.96,-4.22,1.18
21/12/2017,1,     Bitcoin,         BTC,2.64788E+11,15802.85,16755700,16516611072,-0.01,-5,-6.71
22/12/2017,1,     Bitcoin,         BTC,2.31788E+11,13831.81,16757637,22197981184,-6.73,-11.86,-21.97
23/12/2017,1,     Bitcoin,         BTC,2.46349E+11,14699.18,16759362,13086011392,-4.24,2.86,-23.91
24/12/2017,1,     Bitcoin,         BTC,2.33414E+11,13925.78,16761275,11572254720,1.68,-6.13,-26.84
25/12/2017,1,     Bitcoin,         BTC,2.35127E+11,14026.62,16762925,10664737792,0.6,1.27,-25.96
26/12/2017,1,     Bitcoin,         BTC,2.69908E+11,16099.8,16764687,13454260224,-0.39,14.61,-7.84
27/12/2017,1,     Bitcoin,         BTC,2.65559E+11,15838.47,16766687,12487646208,0.51,-2.05,-5.61
28/12/2017,1,     Bitcoin,         BTC,2.4493E+11,14606.53,16768550,12336458752,1.28,-7.17,-3.93
29/12/2017,1,     Bitcoin,         BTC,2.45794E+11,14656.22,16770625,13025518592,-0.03,0.69,3.45
30/12/2017,1,     Bitcoin,         BTC,2.17239E+11,12952.16,16772425,14452559872,-1.18,-11.2,-12.02
31/12/2017,1,     Bitcoin,         BTC,2.37467E+11,14156.44,16774450,12136306688,0.01,8.41,4.21
1/01/2018,1,     Bitcoin,         BTC,2.2912E+11,13657.23,16776437,10291150848,-0.61,-2.74,-4.35
2/01/2018,1,     Bitcoin,         BTC,2.51378E+11,14982.1,16778550,16846582784,0,8.47,-8.16
3/01/2018,1,     Bitcoin,         BTC,2.5508E+11,15200.99,16780512,16871898112,0.57,1.29,-0.94
4/01/2018,1,     Bitcoin,         BTC,2.61795E+11,15599.18,16782612,21783212032,1.62,2.68,6.78
5/01/2018,1,     Bitcoin,         BTC,2.92544E+11,17429.51,16784425,23840886784,-0.72,13.41,22.01
6/01/2018,1,     Bitcoin,         BTC,2.94217E+11,17526.96,16786525,18314604544,0.03,0.4,32.89
7/01/2018,1,     Bitcoin,         BTC,2.76635E+11,16477.59,16788537,15865964544,-0.9,-5.8,17.66
8/01/2018,1,     Bitcoin,         BTC,2.54715E+11,15170.08,16790612,18413901824,1.11,-8.01,11.12
9/01/2018,1,     Bitcoin,         BTC,2.45096E+11,14595.42,16792675,16660015104,-0.15,-3.58,-3.1
10/01/2018,1,     Bitcoin,         BTC,2.51473E+11,14973.33,16794737,18500780032,2.86,3.28,-1.34
11/01/2018,1,     Bitcoin,         BTC,2.25179E+11,13405.8,16797112,16534070272,0.28,-9.21,-13.04
12/01/2018,1,     Bitcoin,         BTC,2.34866E+11,13980.63,16799362,12065672192,1.09,4.84,-18.8
13/01/2018,1,     Bitcoin,         BTC,2.41268E+11,14360.16,16801200,12763609088,-0.58,2.69,-16.87
14/01/2018,1,     Bitcoin,         BTC,2.31413E+11,13771.96,16803187,11084103680,0.65,-4.35,-15.36
15/01/2018,1,     Bitcoin,         BTC,2.32243E+11,13819.83,16805075,12750821376,-1.9,0.27,-9.37
16/01/2018,1,     Bitcoin,         BTC,1.93122E+11,11490.55,16807025,18853785600,4.32,-16.76,-21.43
17/01/2018,1,     Bitcoin,         BTC,1.88071E+11,11188.62,16809112,18830600192,-0.19,0.08,-22.42
18/01/2018,1,     Bitcoin,         BTC,1.92908E+11,11474.92,16811262,15020385280,-0.11,1.98,-15.65
19/01/2018,1,     Bitcoin,         BTC,1.9516E+11,11607.44,16813312,10740380672,1.14,1.07,-17.33
20/01/2018,1,     Bitcoin,         BTC,2.16908E+11,12899.21,16815587,11801652224,-0.7,11,-10.11
21/01/2018,1,     Bitcoin,         BTC,1.9509E+11,11600.13,16817912,9935177728,1.78,-9.62,-15.4
22/01/2018,1,     Bitcoin,         BTC,1.83867E+11,10931.43,16820025,10537360384,1.69,-5.89,-20.35
23/01/2018,1,     Bitcoin,         BTC,1.8283E+11,10868.38,16822187,9660608512,-2.54,0.38,-2.65
24/01/2018,1,     Bitcoin,         BTC,1.91115E+11,11359.38,16824412,9940993024,1.29,3.9,1.89
25/01/2018,1,     Bitcoin,         BTC,1.89456E+11,11259.44,16826412,8873166848,-0.19,-0.7,-2.74
26/01/2018,1,     Bitcoin,         BTC,1.87996E+11,11171.4,16828312,9746199552,2.45,-1.23,-4.75
27/01/2018,1,     Bitcoin,         BTC,1.9255E+11,11440.69,16830312,7583267840,-0.57,3.41,-10.6
28/01/2018,1,     Bitcoin,         BTC,1.98391E+11,11786.35,16832250,8350359040,-0.26,2.39,1.83
29/01/2018,1,     Bitcoin,         BTC,1.90164E+11,11296.4,16834075,7107359232,0.79,-4.34,5.27
30/01/2018,1,     Bitcoin,         BTC,1.70152E+11,10106.33,16836187,8637857792,-2.46,-10.32,-7.79
31/01/2018,1,     Bitcoin,         BTC,1.721E+11,10221.13,16837675,8041159168,0.43,0.78,-10.4
1/02/2018,1,     Bitcoin,         BTC,1.54429E+11,9170.54,16839637,9959404544,0.77,-10.23,-19.53
2/02/2018,1,     Bitcoin,         BTC,1.48725E+11,8830.75,16841750,12726914048,0.38,-2.16,-20.33
3/02/2018,1,     Bitcoin,         BTC,1.5454E+11,9174.91,16843762,7263794688,0.89,4.35,-20.65
4/02/2018,1,     Bitcoin,         BTC,1.39434E+11,8277.01,16845900,7073548288,-1.43,-9.13,-29.22
5/02/2018,1,     Bitcoin,         BTC,1.17184E+11,6955.27,16848287,9285294080,-0.61,-16.4,-38.05
6/02/2018,1,     Bitcoin,         BTC,1.30658E+11,7754,16850412,13999815680,1.63,10.69,-23.38
7/02/2018,1,     Bitcoin,         BTC,1.28435E+11,7621.3,16852112,9169280000,-2.66,-0.64,-25.01
8/02/2018,1,     Bitcoin,         BTC,1.39307E+11,8265.59,16853812,9346752512,-0.05,6.57,-7.79
9/02/2018,1,     Bitcoin,         BTC,1.47266E+11,8736.98,16855487,6784821760,1.41,6.81,1.49
10/02/2018,1,     Bitcoin,         BTC,1.45342E+11,8621.9,16857287,7780962816,0.29,-1.61,-5.91
11/02/2018,1,     Bitcoin,         BTC,1.37065E+11,8129.97,16859175,6122188288,-2.61,-4.79,-1.44
12/02/2018,1,     Bitcoin,         BTC,1.50513E+11,8926.57,16861250,6256443904,0.43,8.14,30.56
13/02/2018,1,     Bitcoin,         BTC,1.44996E+11,8598.31,16863312,5696718336,-0.05,-3.61,14.39
14/02/2018,1,     Bitcoin,         BTC,1.60132E+11,9494.63,16865487,7909821440,0.59,10.12,18.27
15/02/2018,1,     Bitcoin,         BTC,1.71478E+11,10166.4,16867112,9062538240,0.38,7.53,24.67
16/02/2018,1,     Bitcoin,         BTC,1.72637E+11,10233.92,16869137,7296163840,0.06,0.64,16.47
17/02/2018,1,     Bitcoin,         BTC,1.87481E+11,11112.66,16870975,8660884480,0.94,8.8,32.78
18/02/2018,1,     Bitcoin,         BTC,1.7804E+11,10551.76,16873012,8744008704,-1.33,-4.89,25.98
19/02/2018,1,     Bitcoin,         BTC,1.89427E+11,11225.31,16874987,7652085248,0.36,5.74,27.36
20/02/2018,1,     Bitcoin,         BTC,1.92457E+11,11403.68,16876787,9926535168,-1.76,0.77,31.03
21/02/2018,1,     Bitcoin,         BTC,1.80443E+11,10690.41,16878925,9405343744,0.15,-6.57,12.85
22/02/2018,1,     Bitcoin,         BTC,1.68892E+11,10005,16880787,8040084480,-0.73,-6.06,-1.57
